CO_IES|NO_IES|SGL_IES|CO_MANTENEDORA|NO_MANTENEDORA|CO_CATEGORIA_ADMINISTRATIVA|DS_CATEGORIA_ADMINISTRATIVA|CO_ORGANIZACAO_ACADEMICA|DS_ORGANIZACAO_ACADEMICA|CO_MUNICIPIO_IES|NO_MUNICIPIO_IES|CO_UF_IES|SGL_UF_IES|NO_REGIAO_IES|IN_CAPITAL_IES|QT_TEC_TOTAL|QT_TEC_FUND_INCOMP_FEM|QT_TEC_FUND_INCOMP_MASC|QT_TEC_FUND_COMP_FEM|QT_TEC_FUND_COMP_MASC|QT_TEC_MEDIO_FEM|QT_TEC_MEDIO_MASC|QT_TEC_SUPERIOR_FEM|QT_TEC_SUPERIOR_MASC|QT_TEC_ESPECIALIZACAO_FEM|QT_TEC_ESPECIALIZACAO_MASC|QT_TEC_MESTRADO_FEM|QT_TEC_MESTRADO_MASC|QT_TEC_DOUTORADO_FEM|QT_TEC_DOUTORADO_MASC|IN_ACESSO_PORTAL_CAPES|IN_ACESSO_OUTRAS_BASES|IN_REFERENTE|VL_RECEITA_PROPRIA|VL_TRANSFERENCIA|VL_OUTRA_RECEITA|VL_DES_PESSOAL_REM_DOCENTE|VL_DES_PESSOAL_REM_TECNICO|VL_DES_PESSOAL_ENCARGO|VL_DES_CUSTEIO|VL_DES_INVESTIMENTO|VL_DES_PESQUISA|VL_DES_OUTRAS
1752|FACULDADE AUTÔNOMA DE DIREITO|FADISP|1157|CENSFA CENTRO DE ENSINO NOSSA SENHORA DE FATIMA LTDA|4|Privada com fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|43|1|0|4|1|14|12|2|5|2|0|0|1|0|1|1|0|1|3923487.48|0.00|95634.60|1913262.88|819969.81|1240956.53|66686.80|44913.73|306484.45|3769891.58
1753|FACULDADE DE ENFERMAGEM NOVA ESPERANÇA|FACENE|1158|ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA|4|Privada com fins lucrativos|3|Faculdade|2507507|João Pessoa|25|PB|Nordeste|1|116|1|1|5|15|27|33|11|6|8|1|3|1|3|1|0|1|2|4051200.00|0.00|0.00|1397586.75|452808.14|673543.74|1061585.98|323815.54|24587.41|58306.97
1995|FACULDADE DE MEDICINA NOVA ESPERANÇA|FAMENE|1158|ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA|4|Privada com fins lucrativos|3|Faculdade|2507507|João Pessoa|25|PB|Nordeste|1|123|1|1|5|15|28|32|13|6|8|2|5|1|3|3|0|1|2|64152000.00|0.00|0.00|4926518.57|7539500.56|4537630.96|23759704.11|11522047.77|291255.76|3389133.03
4431|FACULDADE DE ENFERMAGEM NOVA ESPERANÇA DE MOSSORÓ - FACENE/RN|FACENE/RN|1158|ESCOLA DE ENFERMAGEM NOVA ESPERANCA LTDA|4|Privada com fins lucrativos|3|Faculdade|2408003|Mossoró|24|RN|Nordeste|0|28|0|1|0|2|13|7|3|0|1|0|0|1|0|0|0|1|2|2236800.00|0.00|0.00|475548.30|429130.02|329302.91|512352.36|212673.37|18776.29|19863.25
1756|FACULDADE ASSOCIADA BRASIL|FAB|1161|SOCIEDADE BRASILEIRA DE ENSINO SUPERIOR|5|Privada sem fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|28|0|0|0|0|13|5|4|1|3|1|1|0|0|0|1|1|2|10574819.46|0.00|33.94|604132.50|906198.76|422793.63|5427119.82|0.00|0.00|469648.19
1758|FACULDADE INDEPENDENTE DO NORDESTE|FAINOR|1163|SOCIEDADE EDUCACIONAL DA BAHIA S/C LIMITADA|4|Privada com fins lucrativos|3|Faculdade|2933307|Vitória da Conquista|29|BA|Nordeste|0|199|16|13|9|5|53|35|40|19|6|3|0|0|0|0|0|1|2|33914611.67|0.00|911984.47|12381110.55|3302406.75|4914565.35|3862682.93|328029.55|0.00|314860.31
1759|FACULDADE PADRE JOÃO BAGOZZI|FACULDADE BAGOZZI|1164|CONGREGACAO DOS OBLATOS DE SAO JOSE|5|Privada sem fins lucrativos|3|Faculdade|4106902|Curitiba|41|PR|Sul|1|80|8|2|5|6|26|15|10|3|3|2|0|0|0|0|1|1|1|8989758.65|0.00|248858.44|2580775.98|1758454.96|985664.25|0.00|1454554.55|489584.52|1654854.54
1762|FACULDADE DE TECNOLOGIA E NEGÓCIOS CARLOS DRUMMOND DE ANDRADE|FTNCDA|1166|ESCOLA JOAO XXIII S/S LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|96|3|0|2|0|50|24|9|3|2|1|0|2|0|0|1|0|1|4472350.14|0.00|3923.70|392467.50|260978.33|324222.21|763036.63|268576.43|223617.51|392947.54
1768|FACULDADE REGIONAL SERRANA|FUNPAC|1168|"FUNDACAO EDUCACIONAL ""PADRE CLETO CALIMAN"""|5|Privada sem fins lucrativos|3|Faculdade|3205069|Venda Nova do Imigrante|32|ES|Sudeste|0|12|0|0|0|0|2|2|1|1|1|1|1|1|1|1|0|0|2|200000.00|30000.00|0.00|16000.00|4000.00|0.00|0.00|0.00|0.00|10000.00
1764|FACULDADE DE EDUCAÇÃO REGIONAL SERRANA|FUNPAC|1168|"FUNDACAO EDUCACIONAL ""PADRE CLETO CALIMAN"""|5|Privada sem fins lucrativos|3|Faculdade|3201704|Conceição do Castelo|32|ES|Sudeste|0|12|0|0|0|0|2|2|1|1|1|1|1|1|1|1|1|0|2|100000.00|5000.00|0.00|100000.00|50000.00|30000.00|0.00|0.00|6000.00|0.00
1765|FACULDADE DE JOSÉ BONIFÁCIO|FJB|1170|UNIAO DE INSTITUICOES BONIFACIANAS DE ENSINO|5|Privada sem fins lucrativos|3|Faculdade|3525706|José Bonifácio|35|SP|Sudeste|0|10|2|1|0|0|0|1|3|0|2|1|0|0|0|0|0|0|1|1704983.25|0.00|0.00|365558.08|404329.91|247676.17|199272.79|0.00|0.00|9979.65
1766|FACULDADE ESPÍRITO SANTENSE|UNICAPE|1171|UNIAO CAPIXABA DE ENSINO|5|Privada sem fins lucrativos|3|Faculdade|3201308|Cariacica|32|ES|Sudeste|0|14|0|0|0|2|1|7|3|1|0|0|0|0|0|0|1|1|1|5281181.00|0.00|426419.00|325559.00|164047.00|388854.00|4333967.00|120000.00|80000.00|59509.00
1771|FACULDADE SANTA MARIA|FSM|1173|INSTITUTO SANTA MARIA DE EDUCACAO, CULTURA, CIENCIA E TECNOLOGIA|5|Privada sem fins lucrativos|3|Faculdade|2611606|Recife|26|PE|Nordeste|1|10|0|1|0|1|0|1|2|1|1|1|2|0|0|0|0|0|2|534515.00|0.00|0.00|241277.31|231799.76|21748.79|20942.13|0.00|0.00|0.00
1772|FACULDADE NORDESTE|FANOR|1174|DEVRY EDUCACIONAL DO BRASIL S/A|4|Privada com fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|455|8|17|26|29|176|120|29|24|7|8|6|3|1|1|0|1|2|95102584.18|0.00|39269842.83|10767557.37|13080947.64|12734526.52|27263411.44|6143648.83|0.00|9212157.76
1773|FACULDADE DE ITAPIRANGA|SEI/FAI|1175|SEI - SOCIEDADE EDUCACIONAL DE ITAPIRANGA LTDA|4|Privada com fins lucrativos|3|Faculdade|4208401|Itapiranga|42|SC|Sul|0|176|0|1|0|0|5|7|8|5|28|43|37|28|4|10|1|1|1|19644076.00|0.00|1186438.00|5283801.00|1069034.00|2115904.00|5298545.00|4076287.00|218797.00|1122416.00
1774|FACULDADE EDUCACIONAL DE PONTA GROSSA|UNIÃO|1176|UNIAO DE ENSINO UNOPAR LTDA|4|Privada com fins lucrativos|3|Faculdade|4119905|Ponta Grossa|41|PR|Sul|0|54|0|0|6|3|16|2|8|3|4|2|3|6|0|1|0|1|1|13668523.36|0.00|940714.76|2655484.49|897277.73|1792613.98|1966858.81|974171.14|0.00|1028086.79
1777|FACULDADE METROPOLITANA DE GUARAMIRIM|FAMEG|1177|SOCIEDADE EDUCACIONAL DO VALE DO ITAPOCU S/S LTDA.|4|Privada com fins lucrativos|3|Faculdade|4206504|Guaramirim|42|SC|Sul|0|50|0|0|13|5|17|5|6|1|3|0|0|0|0|0|0|1|1|14500063.87|0.00|775872.27|2949659.80|937586.60|2611230.98|2415933.78|1701319.22|0.00|1972156.62
1775|CENTRO UNIVERSITÁRIO DO VALE DO IPOJUCA|UNIVIP|1179|SOCIEDADE DE EDUCACAO DO VALE DO IPOJUCA S/A|4|Privada com fins lucrativos|2|Centro Universitário|2604106|Caruaru|26|PE|Nordeste|0|209|4|9|60|58|17|8|30|9|10|3|0|1|0|0|0|1|2|59242012.51|0.00|492340.54|12160456.43|4883066.31|11118177.53|14616309.45|3999474.57|0.00|3019672.74
1779|FACULDADE AIEC|AIEC / FAAB|1180|ASSOCIACAO INTERNACIONAL DE EDUCACAO CONTINUADA - AIEC|4|Privada com fins lucrativos|3|Faculdade|5300108|Brasília|53|DF|Centro-Oeste|1|87|0|1|1|3|7|2|15|11|23|15|3|3|2|1|0|1|1|9041609.50|0.00|108711.25|1346403.00|3308893.00|2056372.02|0.00|0.00|0.00|6847085.68
1781|FACULDADE INTESP|INTESP|1181|INSTITUTO TECNOLOGICO DO SUDOESTE PAULISTA SYLVESTRE FERRAZ EGREJA|5|Privada sem fins lucrativos|3|Faculdade|3520905|Ipaussu|35|SP|Sudeste|0|3|0|0|1|0|2|0|0|0|0|0|0|0|0|0|0|0|2|996370.82|0.00|0.00|140353.61|29193.27|60191.17|67099.09|0.00|75033.30|594609.38
1783|FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS|FACISA - CELER|1183|CELER FACULDADES LTDA|4|Privada com fins lucrativos|3|Faculdade|4219705|Xaxim|42|SC|Sul|0|46|0|5|6|0|14|7|6|4|3|1|0|0|0|0|1|1|1|5689521.00|281486.00|0.00|2289805.00|321568.00|602996.25|1300456.75|698005.20|10325.00|256987.00
1785|FACULDADE DE COLIDER|FACIDER|1185|SISTEMA EDUCACIONAL INTEGRADO - CENTRO DE ESTUDOS UNIVERSITARIOS DE COLIDER|5|Privada sem fins lucrativos|3|Faculdade|5103205|Colíder|51|MT|Centro-Oeste|0|9|0|0|1|1|3|0|0|2|2|0|0|0|0|0|0|0|1|2230750.00|0.00|0.00|590000.00|230000.00|138000.00|652000.00|100000.00|25000.00|48000.00
1786|INSTITUTO MACHADENSE DE ENSINO SUPERIOR|IMES|1186|FUNDACAO MACHADENSE DE COMUNICACAO|5|Privada sem fins lucrativos|3|Faculdade|3139003|Machado|31|MG|Sudeste|0|28|1|0|0|4|5|0|7|0|6|1|1|3|0|0|0|1|1|6091312.00|0.00|76397.00|1124065.76|593396.19|803292.57|829359.00|492179.26|76489.36|142199.12
1788|FACULDADE DE ADMINISTRAÇÃO E ARTES DE LIMEIRA|FAAL|1188|PHD EDUCACIONAL LTDA - ME|4|Privada com fins lucrativos|3|Faculdade|3526902|Limeira|35|SP|Sudeste|0|34|0|0|5|0|4|2|7|5|1|0|2|5|2|1|1|1|1|4776537.98|0.00|85.61|1579545.71|285866.84|880394.97|0.00|0.00|0.00|1318964.40
1789|FACULDADE CATUAÍ|ICES|1189|AEC - ASSOCIACAO DE ENSINO DE CAMBE|5|Privada sem fins lucrativos|3|Faculdade|4103701|Cambé|41|PR|Sul|0|23|0|0|4|0|4|3|4|3|4|1|0|0|0|0|1|1|1|3399496.93|0.00|0.00|1571520.00|257189.00|641617.00|0.00|0.00|0.00|876000.00
1927|FACULDADES INTEGRADAS DO VALE DO IGUAÇU||1191|UNIDADE DE ENSINO SUPERIOR VALE DO IGUACU S.A.|4|Privada com fins lucrativos|3|Faculdade|4128203|União da Vitória|41|PR|Sul|0|100|10|3|9|6|20|10|16|7|7|5|1|6|0|0|0|0|1|26817862.56|0.00|0.00|8677692.30|1986759.26|3143354.54|8148174.80|0.00|0.00|1251715.72
1797|FACULDADE NORTE PARANAENSE|UNINORTE|1192|UNIAO NORTE PARANAENSE DE ENSINO S/S LTDA - UNINORTE - EPP|4|Privada com fins lucrativos|3|Faculdade|4113700|Londrina|41|PR|Sul|0|16|1|0|3|2|3|2|5|0|0|0|0|0|0|0|0|0|2|1259698.25|0.00|0.00|511008.00|101052.00|328471.32|0.00|140268.96|24225.41|0.00
1798|FACULDADE EDUCACIONAL DE CORNÉLIO PROCÓPIO|FACED|1193|SOCIEDADE DE ENSINO E PESQUISA DE CORNELIO PROCOPIO S/S LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|4106407|Cornélio Procópio|41|PR|Sul|0|14|0|1|0|0|3|2|1|1|5|1|0|0|0|0|0|0|1|466381.72|0.00|0.00|283256.28|106092.43|137929.64|153756.00|0.00|0.00|0.00
1800|FACULDADE DE REALEZA|CESREAL|1194|CENTRO DE ENSINO SUPERIOR DE REALEZA ( CESREAL )|5|Privada sem fins lucrativos|3|Faculdade|4121406|Realeza|41|PR|Sul|0|14|1|0|2|1|1|3|1|2|1|2|0|0|0|0|1|0|2|1312512.93|0.00|50746.98|203590.66|224214.47|313589.97|259297.09|0.00|0.00|0.00
2831|FACULDADE DOM BOSCO DE GOIOERÊ|DOM BOSCO GOIOERÊ|1195|FUNDACAO CULTURAL XINGU|5|Privada sem fins lucrativos|3|Faculdade|4108601|Goioerê|41|PR|Sul|0|5|0|0|1|0|0|0|0|0|4|0|0|0|0|0|0|0|2|498924.22|0.00|0.00|176183.22|10371.03|16163.44|110675.88|0.00|0.00|354753.51
1801|FACULDADE DOM BOSCO DE UBIRATÃ|DOM BOSCO UBIRATÃ|1195|FUNDACAO CULTURAL XINGU|5|Privada sem fins lucrativos|3|Faculdade|4128005|Ubiratã|41|PR|Sul|0|5|1|0|0|0|0|0|0|0|3|1|0|0|0|0|0|0|2|555357.91|0.00|0.00|273297.91|12896.28|26580.41|122589.72|54257.91|0.00|202108.04
1803|FACULDADE DE TECNOLOGIA E CIÊNCIAS DE PERNAMBUCO|FATEC|1196|FUNDACAO UNIVERSITARIA DE JABOATAO DOS GUARARAPES|5|Privada sem fins lucrativos|3|Faculdade|2611606|Recife|26|PE|Nordeste|1|12|0|0|1|1|1|2|3|4|0|0|0|0|0|0|0|0|2|296585.40|0.00|106080.58|151404.80|82453.12|17290.62|98400.00|21430.50|11300.00|20865.40
1804|FACULDADE DE MAUÁ - FAMA|FAMA|1197|INSTITUTO EDUCACIONAL IRINEU EVANGELISTA DE SOUZA - BARAO DE MAUA|5|Privada sem fins lucrativos|3|Faculdade|3529401|Mauá|35|SP|Sudeste|0|48|3|0|4|8|17|9|3|0|3|0|1|0|0|0|1|1|1|16940542.86|0.00|0.00|1616428.75|1419995.24|892821.67|1267255.28|48780.20|0.00|77822.87
1805|FACULDADE DOS GUARARAPES|FG|1198|SOCEC- SOCIEDADE CAPIBARIBE DE EDUCACAO E CULTURA S.A|4|Privada com fins lucrativos|3|Faculdade|2607901|Jaboatão dos Guararapes|26|PE|Nordeste|0|195|0|4|1|2|54|66|36|18|7|6|0|1|0|0|0|1|1|56018557.27|0.00|823291.08|12272887.95|10362268.56|8382634.02|7091289.90|0.00|127884.26|30292829.70
14002|Faculdade dos Guararapes de Recife|FG|1198|SOCEC- SOCIEDADE CAPIBARIBE DE EDUCACAO E CULTURA S.A|4|Privada com fins lucrativos|3|Faculdade|2611606|Recife|26|PE|Nordeste|1|25|0|0|0|1|9|0|8|0|2|3|0|2|0|0|0|1|1|4867938.26|0.00|11683.76|639414.41|1075397.69|542404.69|1647331.80|0.00|0.00|3048268.43
1806|FACULDADE FERNÃO DIAS|FAFE|1199|FACULDADE ANTONIO AGU LTDA|4|Privada com fins lucrativos|3|Faculdade|3534401|Osasco|35|SP|Sudeste|0|5|0|0|1|0|2|1|1|0|0|0|0|0|0|0|0|0|2|3709915.28|0.00|269487.38|1192634.88|242120.39|677199.27|144695.27|0.00|0.00|115560.20
1814|FACULDADE DE CIÊNCIAS SOCIAIS E APLICADAS DE DIAMANTINO|UNED|1200|UNIAO DE ENSINO SUPERIOR DE DIAMANTINO LTDA - UNED|4|Privada com fins lucrativos|3|Faculdade|5103502|Diamantino|51|MT|Centro-Oeste|0|29|2|3|2|1|1|0|6|7|5|2|0|0|0|0|1|0|2|1900800.00|0.00|6542.00|1620920.30|410612.30|0.00|77359.10|0.00|0.00|0.00
1815|FACULDADE DO INSTITUTO BRASIL|FIBRA|1201|INSTITUTO BRASIL DE CIENCIA & TECNOLOGIA LTDA|4|Privada com fins lucrativos|3|Faculdade|5201108|Anápolis|52|GO|Centro-Oeste|0|25|0|0|0|0|11|6|6|0|1|1|0|0|0|0|1|0|2|5015400.59|0.00|0.00|2696734.07|562159.06|1065400.87|1105484.84|0.00|0.00|50864.11
1816|INSTITUTO DE ENSINO SUPERIOR DE BAURU|IESB|1202|IESB - INSTITUTO DE ENSINO SUPERIOR DE BAURU LIMITADA|4|Privada com fins lucrativos|3|Faculdade|3506003|Bauru|35|SP|Sudeste|0|35|0|0|1|1|8|4|5|2|4|1|1|5|1|2|0|1|1|14627490.22|0.00|0.00|2394627.33|1322506.52|1196376.35|919459.81|8947.00|0.00|39455.19
4867|FACULDADE PITÁGORAS DE GUARAPARI||1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3202405|Guarapari|32|ES|Sudeste|0|70|4|3|6|4|17|6|15|1|5|7|1|0|1|0|1|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
5066|FACULDADE PITÁGORAS DE TECNOLOGIA DE CONTAGEM||1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3118601|Contagem|31|MG|Sudeste|0|21|0|0|0|0|7|2|4|0|1|1|2|4|0|0|1|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
4863|FACULDADE PITÁGORAS DE POÇOS DE CALDAS||1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3151800|Poços de Caldas|31|MG|Sudeste|0|43|0|0|0|0|20|6|1|1|3|5|4|2|1|0|1|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
4865|FACULDADE PITÁGORAS DE SÃO LUIZ||1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|2111300|São Luís|21|MA|Nordeste|1|63|0|0|0|0|2|5|5|7|19|16|4|5|0|0|1|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
2271|FACULDADE PITÁGORAS DE IPATINGA|FPI|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3131307|Ipatinga|31|MG|Sudeste|0|100|0|0|0|1|24|15|20|4|16|8|6|6|0|0|0|0|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
1818|FACULDADE PITÁGORAS DE BELO HORIZONTE|FPAS|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3106200|Belo Horizonte|31|MG|Sudeste|1|158|0|1|3|1|53|36|16|8|3|3|19|15|0|0|1|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
13743|FACULDADE PITÁGORAS DE GOVERNADOR VALADARES|PIT GV|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3127701|Governador Valadares|31|MG|Sudeste|0|40|0|0|0|0|14|9|9|1|2|2|2|1|0|0|0|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
11751|Faculdade Pitágoras de Tecnologia de Betim|PIT Betim|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3106705|Betim|31|MG|Sudeste|0|73|0|0|0|0|42|7|5|0|6|2|4|6|0|1|0|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
13684|FACULDADE PITÁGORAS DE CONTAGEM|PIT Contagem|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3118601|Contagem|31|MG|Sudeste|0|20|0|0|0|0|7|3|2|2|1|0|1|4|0|0|1|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
11750|FACULDADE PITÁGORAS DE VOTORANTIM - SOROCABA|-|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3557006|Votorantim|35|SP|Sudeste|0|28|0|0|1|0|16|3|2|0|2|1|1|2|0|0|0|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
4362|FACULDADE PITÁGORAS DE BETIM|PITÁGORAS-BETIM|1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|3106705|Betim|31|MG|Sudeste|0|75|0|0|0|0|42|7|5|2|6|2|4|6|0|1|0|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
14429|FACULDADE PITÁGORAS DE MACEIÓ||1204|PITAGORAS - SISTEMA DE EDUCACAO SUPERIOR SOCIEDADE LTDA|4|Privada com fins lucrativos|3|Faculdade|2704302|Maceió|27|AL|Nordeste|1|107|0|0|2|1|8|7|4|1|20|30|12|21|0|1|0|1|1|400568406.18|0.00|10270556.27|54537253.07|11285098.52|38215315.61|50915529.79|32712836.07|0.00|44247324.91
1819|FACULDADE FARIAS BRITO|FFB|1205|ORGANIZACAO EDUCACIONAL FARIAS BRITO LTDA|4|Privada com fins lucrativos|3|Faculdade|2304400|Fortaleza|23|CE|Nordeste|1|43|0|0|0|0|9|16|3|0|6|2|0|5|2|0|1|0|2|12146913.52|0.00|2030005.73|2901811.79|1216661.14|2571774.42|1654412.50|350263.93|0.00|352362.75
1821|FACULDADE LIONS|FAC-LIONS|1206|FUNDACAO EDUCACIONAL DE GOIAS|5|Privada sem fins lucrativos|3|Faculdade|5208707|Goiânia|52|GO|Centro-Oeste|1|41|0|0|1|2|18|3|5|5|2|4|1|0|0|0|0|1|1|9816886.24|0.00|836292.68|2828456.77|1303966.51|661571.25|4418929.76|566461.03|0.00|0.00
1822|FACULDADE SUL-AMERICANA|FASAM|1207|UNIAO SUL-AMERICANA DE EDUCACAO LTDA|4|Privada com fins lucrativos|3|Faculdade|5208707|Goiânia|52|GO|Centro-Oeste|1|55|0|1|6|4|12|4|3|7|7|3|4|3|1|0|1|1|2|8822032.72|0.00|0.00|2792604.12|1196282.42|1764834.78|0.00|0.00|27887.50|0.00
1823|INSTITUTO DE ENSINO SUPERIOR DO AMAPÁ|IESAP|1208|MODERNO-CENTRO DE ENSINO, EDUCACAO E CULTURA LTDA|4|Privada com fins lucrativos|3|Faculdade|1600303|Macapá|16|AP|Norte|1|37|0|0|3|1|9|9|10|1|4|0|0|0|0|0|0|0|1|951607.22|719489.72|20444.87|130707.59|517870.53|224637.30|247094.26|0.00|0.00|332041.06
1828|ESCOLA DA CIDADE - FACULDADE DE ARQUITETURA E URBANISMO|ESCOLA DA CIDADE|1210|ASSOCIACAO ESCOLA DA CIDADE - ARQUITETURA E URBANISMO|5|Privada sem fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|11|0|1|0|0|1|0|5|2|2|0|0|0|0|0|0|0|1|9649176.95|0.00|18335.49|2112231.17|504822.76|1082203.70|6239749.97|0.00|0.00|1174836.89
1831|FACULDADE CENTRO PAULISTA|CESI|1213|CENTRO DE ENSINO SUPERIOR DE IBITINGA|5|Privada sem fins lucrativos|3|Faculdade|3519600|Ibitinga|35|SP|Sudeste|0|9|0|0|3|0|3|2|0|0|0|0|1|0|0|0|0|1|1|700776.46|0.00|0.00|266306.07|290384.84|191397.12|376648.17|9251.00|0.00|32966.49
1832|FACULDADE DE JABOTICABAL|FAJAB|1214|ASSOCIACAO TANED DE ENSINO SUPERIOR -ATES|5|Privada sem fins lucrativos|3|Faculdade|3524303|Jaboticabal|35|SP|Sudeste|0|4|0|0|0|0|0|1|1|1|1|0|0|0|0|0|0|0|2|277899.44|0.00|0.00|110204.72|46453.40|53895.61|2682.40|0.00|0.00|54166.96
1833|FACULDADE DE ARUJÁ|FAR|1215|INSTITUTO DE ENSINO SUPERIOR DE ARUJA LTDA - EPP|4|Privada com fins lucrativos|3|Faculdade|3503901|Arujá|35|SP|Sudeste|0|13|2|0|0|3|0|1|4|2|1|0|0|0|0|0|1|0|1|722098.00|0.00|153677.00|226394.00|79821.00|156923.00|66722.00|73559.00|19132.00|33317.00
1834|FACULDADE DE AGUDOS|FAAG|1216|CENTRO DE ENSINO SUPERIOR DE AGUDOS|5|Privada sem fins lucrativos|3|Faculdade|3500709|Agudos|35|SP|Sudeste|0|28|0|1|1|0|5|2|8|0|2|3|3|2|1|0|1|1|2|5025166.12|0.00|0.00|320067.15|627798.95|354501.66|1135687.54|31658.55|1507549.84|464325.35
1835|FACULDADE INTEGRADA DE ENSINO SUPERIOR DE COLINAS|FIESC|1217|FUNDACAO MUNICIPAL DE ENSINO SUPERIOR DE COLINAS DO TOCANTINS FECOLINAS|3|Pública Municipal|3|Faculdade|1705508|Colinas do Tocantins|17|TO|Norte|0|31|6|4|2|0|6|3|6|1|2|0|1|0|0|0|1|0|1|251503212.54|0.00|0.00|25532583.85|40666547.89|6303140.47|66738869.84|2424758.74|0.00|3681475.64
1838|FACULDADES INTEGRADAS RIO BRANCO|FRB|1218|FUNDACAO DE ROTARIANOS DE SAO PAULO|5|Privada sem fins lucrativos|3|Faculdade|3550308|São Paulo|35|SP|Sudeste|1|148|0|0|0|0|9|9|43|66|0|1|2|13|2|3|0|1|2|15915444.46|3025449.44|427399.34|5772304.97|1771725.64|3203676.73|6091151.50|945793.26|0.00|1583641.14
13481|FACULDADES INTEGRADAS RIO BRANCO GRANJA VIANNA|FRB-GV|1218|FUNDACAO DE ROTARIANOS DE SAO PAULO|5|Privada sem fins lucrativos|3|Faculdade|3513009|Cotia|35|SP|Sudeste|0|25|0|0|0|0|0|1|1|0|0|3|4|8|1|7|0|1|2|258927.45|1804016.40|2486.09|132959.16|17646.94|162725.12|282561.98|1427281.23|0.00|42255.51
1843|FACULDADE DE ADMINISTRAÇÃO DE CAMPO BELO|FACAMP|1220|CEMES CENTRO MINEIRO DO ENSINO SUPERIOR|5|Privada sem fins lucrativos|3|Faculdade|3111200|Campo Belo|31|MG|Sudeste|0|23|0|0|1|0|4|5|4|1|3|3|1|1|0|0|1|0|1|1946257.42|0.00|68.33|882997.59|415528.28|472893.69|49572.80|0.00|0.00|0.00
